Apoyos,Votos,Comuna,Year,Categoria,Viabilidad
0,0,Comuna 15,2017',Movilidad y transito,Sin decidir
0,0,Comuna 14,2017',Plazas y parques,Sin decidir
0,0,Comuna 14,2017',Movilidad y transito,Sin decidir
0,0,Comuna 7,2017',Innovacion,Sin decidir
0,0,Comuna 14,2017',Movilidad y transito,Sin decidir
0,0,Comuna 14,2017',Reciclado,Sin decidir
0,0,Comuna 11,2017',Movilidad y transito,Sin decidir
0,0,Comuna 14,2017',Movilidad y transito,Sin decidir
0,0,Comuna 4,2017',Movilidad y transito,Sin decidir
0,0,Comuna 13,2017',Movilidad y transito,Sin decidir
0,0,Comuna 15,2017',Movilidad y transito,Sin decidir
0,0,Comuna 11,2017',Movilidad y transito,Sin decidir
0,0,Comuna 6,2017',Movilidad y transito,Sin decidir
0,0,Comuna 14,2017',Reciclado,Sin decidir
0,0,Comuna 12,2017',Movilidad y transito,Sin decidir
0,0,Comuna 13,2017',Reciclado,Sin decidir
0,0,Comuna 12,2017',Plazas y parques,Sin decidir
0,0,Comuna 14,2017',Movilidad y transito,Sin decidir
0,0,Comuna 2,2017',Movilidad y transito,Sin decidir
0,0,Comuna 14,2017',Movilidad y transito,Sin decidir
0,0,Comuna 1,2017',Movilidad y transito,Sin decidir
0,0,Comuna 2,2017',Plazas y parques,Inviable
0,0,Comuna 3,2017',Movilidad y transito,Sin decidir
0,0,Comuna 4,2017',Movilidad y transito,Sin decidir
0,0,Comuna 5,2017',Cultura,Sin decidir
0,0,Comuna 6,2017',Movilidad y transito,Sin decidir
0,0,Comuna 12,2017',Educacion,Sin decidir
0,0,Comuna 7,2017',Movilidad y transito,Sin decidir
0,0,Comuna 8,2017',Educacion,Sin decidir
0,0,Comuna 9,2017',Mascotas,Sin decidir
0,0,Comuna 10,2017',Reciclado,Sin decidir
0,0,Comuna 11,2017',Movilidad y transito,Sin decidir
0,0,Comuna 12,2017',Cultura,Sin decidir
0,0,Comuna 13,2017',Deportes y calidad de vida,Sin decidir
0,0,Comuna 2,2017',Innovacion,Sin decidir
0,0,Comuna 14,2017',Movilidad y transito,Sin decidir
0,0,Comuna 15,2017',Movilidad y transito,Sin decidir
0,0,Comuna 14,2017',Movilidad y transito,Sin decidir
0,0,Comuna 15,2017',Plazas y parques,Sin decidir
0,0,Comuna 14,2017',Innovacion,Sin decidir
0,0,Comuna 15,2017',Movilidad y transito,Sin decidir
0,0,Comuna 14,2017',Plazas y parques,Sin decidir
0,0,Comuna 14,2017',Movilidad y transito,Sin decidir
0,0,Comuna 15,2017',Movilidad y transito,Sin decidir
0,0,Comuna 7,2017',Movilidad y transito,Sin decidir
0,0,Comuna 1,2017',Plazas y parques,Sin decidir
0,0,Comuna 5,2017',Reciclado,Sin decidir
0,0,Comuna 13,2017',Reciclado,Sin decidir
0,0,Comuna 13,2017',Innovacion,Sin decidir
0,0,Comuna 9,2017',Reciclado,Sin decidir
0,0,Comuna 14,2017',Reciclado,Sin decidir
0,0,Comuna 14,2017',Movilidad y transito,Sin decidir
0,0,Comuna 14,2017',Plazas y parques,Sin decidir
0,0,Comuna 14,2017',Innovacion,Sin decidir
0,0,Comuna 14,2017',Movilidad y transito,Sin decidir
0,0,Comuna 9,2017',Movilidad y transito,Sin decidir
0,0,Comuna 4,2017',Movilidad y transito,Sin decidir
0,0,Comuna 1,2017',Movilidad y transito,Sin decidir
0,0,Comuna 2,2017',Movilidad y transito,Sin decidir
0,0,Comuna 3,2017',Innovacion,Sin decidir
0,0,Comuna 4,2017',Innovacion,Sin decidir
0,0,Comuna 5,2017',Movilidad y transito,Sin decidir
0,0,Comuna 6,2017',Plazas y parques,Sin decidir
0,0,Comuna 7,2017',Movilidad y transito,Sin decidir
0,0,Comuna 8,2017',Plazas y parques,Sin decidir
0,0,Comuna 9,2017',Plazas y parques,Sin decidir
0,0,Comuna 10,2017',Movilidad y transito,Sin decidir
0,0,Comuna 11,2017',Movilidad y transito,Sin decidir
0,0,Comuna 12,2017',Reciclado,Sin decidir
0,0,Comuna 13,2017',Plazas y parques,Sin decidir
0,0,Comuna 14,2017',Movilidad y transito,Sin decidir
0,0,Comuna 15,2017',Movilidad y transito,Sin decidir
0,0,Comuna 2,2017',Movilidad y transito,Sin decidir
0,0,Comuna 14,2017',Movilidad y transito,Sin decidir
0,0,Comuna 10,2017',Educacion,Sin decidir
0,0,Comuna 13,2017',Movilidad y transito,Sin decidir
0,0,Comuna 2,2017',Movilidad y transito,Sin decidir
0,0,Comuna 14,2017',Movilidad y transito,Sin decidir
0,0,Comuna 14,2017',Plazas y parques,Sin decidir
0,0,Comuna 5,2017',Movilidad y transito,Sin decidir
0,0,Comuna 5,2017',Arte urbano,Sin decidir
0,0,Comuna 1,2017',Movilidad y transito,Sin decidir
0,0,Comuna 2,2017',Movilidad y transito,Sin decidir
0,0,Comuna 3,2017',Innovacion,Sin decidir
0,0,Comuna 3,2017',Movilidad y transito,Sin decidir
0,0,Comuna 4,2017',Educacion,Sin decidir
0,0,Comuna 5,2017',Movilidad y transito,Sin decidir
0,0,Comuna 12,2017',Movilidad y transito,Sin decidir
0,0,Comuna 5,2017',Reciclado,Sin decidir
0,0,Comuna 6,2017',Deportes y calidad de vida,Sin decidir
0,0,Comuna 7,2017',Ferias y Mercados,Sin decidir
0,0,Comuna 8,2017',Movilidad y transito,Sin decidir
0,0,Comuna 10,2017',Innovacion,Sin decidir
0,0,Comuna 11,2017',Movilidad y transito,Sin decidir
0,0,Comuna 12,2017',Movilidad y transito,Sin decidir
0,0,Comuna 13,2017',Reciclado,Sin decidir
0,0,Comuna 14,2017',Plazas y parques,Sin decidir
0,0,Comuna 13,2017',Reciclado,Sin decidir
0,0,Comuna 11,2017',Deportes y calidad de vida,Sin decidir
0,0,Comuna 15,2017',Plazas y parques,Sin decidir
0,0,Comuna 11,2017',Movilidad y transito,Sin decidir
0,0,Comuna 2,2017',Ferias y Mercados,Sin decidir
0,0,Comuna 14,2017',Movilidad y transito,Sin decidir
0,0,Comuna 3,2017',Reciclado,Sin decidir
0,0,Comuna 12,2017',Movilidad y transito,Sin decidir
0,0,Comuna 9,2017',Plazas y parques,Sin decidir
0,0,Comuna 13,2017',Movilidad y transito,Sin decidir
0,0,Comuna 5,2017',Educacion,Sin decidir
0,0,Comuna 11,2017',Movilidad y transito,Sin decidir
0,0,Comuna 9,2017',Movilidad y transito,Sin decidir
0,0,Comuna 11,2017',Plazas y parques,Sin decidir
0,0,Comuna 13,2017',Movilidad y transito,Sin decidir
0,0,Comuna 7,2017',Plazas y parques,Sin decidir
0,0,Comuna 11,2017',Movilidad y transito,Sin decidir
0,0,Comuna 11,2017',Movilidad y transito,Sin decidir
1233,817,Comuna 9,2018',Deportes y calidad de vida,Viable
1195,0,Comuna 9,2018',Deportes y calidad de vida,Inviable
849,0,Toda la ciudad,2018',Educacion,Inviable
697,0,Comuna 15,2018',Educacion,Inviable
520,0,Comuna 9,2018',Seguridad,Inviable
360,415,Comuna 6,2018',Cultura,Viable
321,0,Comuna 7,2018',Educacion,Inviable
308,575,Comuna 9,2018',Movilidad y transito,Viable
274,0,Comuna 12,2018',Educacion,Inviable
272,0,Comuna 4,2018',Seguridad,Inviable
245,0,Comuna 10,2018',Educacion,Inviable
232,0,Toda la ciudad,2018',Deportes y calidad de vida,Inviable
225,0,Comuna 3,2018',Educacion,Inviable
219,0,Comuna 14,2018',Movilidad y transito,Inviable
218,0,Toda la ciudad,2018',Plazas y parques,Inviable
215,0,Comuna 1,2018',Educacion,Inviable
213,0,Comuna 9,2018',Educacion,Inviable
213,0,Comuna 12,2018',Educacion,Inviable
210,0,Comuna 4,2018',Movilidad y transito,Inviable
196,0,Comuna 7,2018',Reciclado,Inviable
189,0,Comuna 7,2018',Seguridad,Inviable
189,0,Comuna 9,2018',Plazas y parques,Inviable
187,0,Comuna 4,2018',Educacion,Inviable
182,0,Comuna 9,2018',Deportes y calidad de vida,Inviable
176,0,Comuna 15,2018',Educacion,Inviable
175,0,Comuna 14,2018',Deportes y calidad de vida,Inviable
174,0,Comuna 9,2018',Plazas y parques,Inviable
170,0,Comuna 9,2018',Movilidad y transito,Inviable
170,0,Comuna 3,2018',Educacion,Inviable
165,0,Comuna 4,2018',Movilidad y transito,Inviable
161,0,Toda la ciudad,2018',Educacion,Inviable
161,0,Comuna 4,2018',Movilidad y transito,Inviable
161,0,Comuna 7,2018',Movilidad y transito,Inviable
160,0,Comuna 13,2018',Reciclado,Inviable
160,0,Comuna 10,2018',Movilidad y transito,Inviable
154,0,Comuna 9,2018',Movilidad y transito,Inviable
151,0,Comuna 9,2018',Plazas y parques,Inviable
150,0,Comuna 4,2018',Deportes y calidad de vida,Inviable
149,0,Comuna 4,2018',Plazas y parques,Inviable
148,0,Comuna 5,2018',Educacion,Inviable
142,0,Comuna 9,2018',Deportes y calidad de vida,Inviable
141,331,Comuna 5,2018',Movilidad y transito,Viable
139,0,Comuna 11,2018',Mascotas,Inviable
137,0,Comuna 12,2018',Educacion,Inviable
134,0,Comuna 7,2018',Plazas y parques,Inviable
134,0,Toda la ciudad,2018',Deportes y calidad de vida,Inviable
134,0,Comuna 13,2018',Movilidad y transito,Inviable
133,0,Comuna 7,2018',Innovacion,Inviable
132,0,Comuna 12,2018',Mascotas,Inviable
132,0,Comuna 6,2018',Deportes y calidad de vida,Inviable
128,0,Comuna 12,2018',Educacion,Inviable
126,0,Comuna 14,2018',Mascotas,Inviable
124,0,Toda la ciudad,2018',Movilidad y transito,Inviable
123,0,Comuna 4,2018',Movilidad y transito,Inviable
121,0,Comuna 9,2018',Mascotas,Inviable
121,0,Comuna 13,2018',Plazas y parques,Inviable
120,606,Comuna 13,2018',Seguridad,Viable
120,396,Toda la ciudad,2018',Movilidad y transito,Viable
120,0,Comuna 8,2018',Movilidad y transito,Inviable
120,0,Toda la ciudad,2018',Reciclado,Inviable
116,0,Comuna 4,2018',Mascotas,Inviable
115,0,Comuna 12,2018',Educacion,Inviable
115,0,Toda la ciudad,2018',Educacion,Inviable
113,214,Comuna 2,2018',Seguridad,Viable
113,0,Comuna 2,2018',Educacion,Inviable
113,0,Comuna 4,2018',Educacion,Inviable
112,0,Comuna 14,2018',Movilidad y transito,Inviable
109,0,Comuna 6,2018',Plazas y parques,Inviable
108,0,Comuna 14,2018',Reciclado,Inviable
108,0,Comuna 12,2018',Mascotas,Inviable
107,0,Comuna 13,2018',Educacion,Inviable
107,0,Comuna 13,2018',Educacion,Inviable
107,0,Comuna 13,2018',Educacion,Inviable
106,0,Comuna 3,2018',Cultura,Inviable
106,0,Toda la ciudad,2018',Movilidad y transito,Inviable
104,0,Comuna 10,2018',Movilidad y transito,Inviable
103,0,Toda la ciudad,2018',Seguridad,Inviable
101,0,Comuna 6,2018',Plazas y parques,Inviable
101,0,Comuna 13,2018',Seguridad,Inviable
101,0,Comuna 7,2018',Mascotas,Inviable
100,0,Comuna 12,2018',Educacion,Inviable
100,0,Comuna 2,2018',Seguridad,Inviable
98,0,Comuna 13,2018',Movilidad y transito,Inviable
97,202,Comuna 2,2018',Seguridad,Viable
96,0,Comuna 15,2018',Seguridad,Inviable
96,0,Comuna 5,2018',Educacion,Inviable
96,0,Comuna 6,2018',Educacion,Inviable
96,0,Comuna 13,2018',Mascotas,Inviable
95,0,Comuna 6,2018',Educacion,Inviable
95,0,Comuna 12,2018',Deportes y calidad de vida,Inviable
95,0,Comuna 7,2018',Deportes y calidad de vida,Inviable
94,0,Comuna 2,2018',Plazas y parques,Inviable
94,0,Comuna 8,2018',Mascotas,Inviable
92,0,Comuna 13,2018',Plazas y parques,Inviable
92,0,Comuna 13,2018',Movilidad y transito,Inviable
90,0,Comuna 13,2018',Arte urbano,Inviable
90,0,Comuna 10,2018',Mascotas,Inviable
89,0,Comuna 13,2018',Movilidad y transito,Inviable
88,176,Comuna 2,2018',Seguridad,Viable
88,0,Toda la ciudad,2018',Movilidad y transito,Inviable
87,0,Toda la ciudad,2018',Cultura,Inviable
86,0,Comuna 1,2018',Movilidad y transito,Inviable
86,0,Comuna 14,2018',Movilidad y transito,Inviable
86,0,Comuna 12,2018',Movilidad y transito,Inviable
86,0,Comuna 9,2018',Educacion,Inviable
85,0,Comuna 1,2018',Cultura,Inviable
84,494,Comuna 13,2018',Ferias y Mercados,Viable
84,218,Comuna 2,2018',Seguridad,Viable
84,0,Comuna 6,2018',Educacion,Inviable
83,0,Comuna 8,2018',Movilidad y transito,Inviable
83,0,Comuna 11,2018',Mascotas,Inviable
82,45,Comuna 15,2018',Movilidad y transito,Viable
82,0,Comuna 13,2018',Seguridad,Inviable
81,215,Comuna 2,2018',Seguridad,Viable
81,0,Comuna 6,2018',Educacion,Inviable
80,1058,Toda la ciudad,2018',Seguridad,Viable
80,0,Comuna 1,2018',Seguridad,Inviable
80,0,Comuna 12,2018',Educacion,Inviable
80,0,Comuna 15,2018',Seguridad,Inviable
79,0,Toda la ciudad,2018',Educacion,Inviable
79,0,Comuna 12,2018',Educacion,Inviable
79,0,Comuna 2,2018',Seguridad,Inviable
79,0,Comuna 4,2018',Mascotas,Inviable
77,0,Comuna 1,2018',Movilidad y transito,Inviable
75,0,Comuna 14,2018',Movilidad y transito,Inviable
75,0,Comuna 2,2018',Educacion,Inviable
75,0,Comuna 5,2018',Educacion,Inviable
74,264,Comuna 11,2018',Arte urbano,Viable
74,240,Comuna 14,2018',Movilidad y transito,Viable
74,0,Comuna 2,2018',Mascotas,Inviable
74,0,Comuna 8,2018',Movilidad y transito,Inviable
73,351,Comuna 2,2018',Seguridad,Viable
73,120,Comuna 11,2018',Plazas y parques,Viable
73,0,Toda la ciudad,2018',Deportes y calidad de vida,Inviable
73,0,Comuna 11,2018',Movilidad y transito,Inviable
73,0,Comuna 1,2018',Seguridad,Inviable
73,0,Comuna 4,2018',Mascotas,Inviable
73,0,Toda la ciudad,2018',Cultura,Inviable
72,571,Comuna 7,2018',Seguridad,Viable
72,345,Comuna 4,2018',Seguridad,Viable
72,204,Comuna 13,2018',Plazas y parques,Viable
72,0,Comuna 9,2018',Cultura,Inviable
72,0,Comuna 8,2018',Educacion,Inviable
72,0,Comuna 6,2018',Movilidad y transito,Inviable
72,0,Comuna 2,2018',Seguridad,Inviable
72,0,Comuna 13,2018',Movilidad y transito,Inviable
72,0,Comuna 4,2018',Movilidad y transito,Inviable
71,765,Toda la ciudad,2018',Educacion,Viable
71,327,Comuna 6,2018',Plazas y parques,Viable
70,0,Toda la ciudad,2018',Educacion,Inviable
70,0,Comuna 12,2018',Mascotas,Inviable
70,0,Comuna 13,2018',Movilidad y transito,Inviable
70,0,Comuna 10,2018',Educacion,Inviable
70,0,Comuna 8,2018',Educacion,Inviable
70,0,Comuna 7,2018',Mascotas,Inviable
69,0,Comuna 12,2018',Ferias y Mercados,Inviable
69,0,Toda la ciudad,2018',Seguridad,Inviable
69,0,Comuna 10,2018',Movilidad y transito,Inviable
69,0,Comuna 8,2018',Deportes y calidad de vida,Inviable
68,0,Comuna 15,2018',Movilidad y transito,Inviable
68,0,Comuna 6,2018',Mascotas,Inviable
68,0,Comuna 8,2018',Educacion,Inviable
68,0,Comuna 8,2018',Educacion,Inviable
68,0,Comuna 14,2018',Cultura,Inviable
67,0,Comuna 2,2018',Seguridad,Inviable
67,0,Comuna 12,2018',Educacion,Inviable
66,0,Toda la ciudad,2018',Innovacion,Inviable
66,0,Comuna 5,2018',Plazas y parques,Inviable
65,0,Comuna 14,2018',Seguridad,Inviable
65,0,Toda la ciudad,2018',Mascotas,Inviable
65,0,Comuna 14,2018',Mascotas,Inviable
64,203,Comuna 2,2018',Seguridad,Viable
64,0,Comuna 7,2018',Deportes y calidad de vida,Inviable
64,0,Comuna 11,2018',Seguridad,Inviable
64,0,Comuna 4,2018',Movilidad y transito,Inviable
64,0,Comuna 6,2018',Movilidad y transito,Inviable
63,0,Comuna 11,2018',Educacion,Inviable
63,0,Comuna 2,2018',Movilidad y transito,Inviable
63,0,Comuna 4,2018',Seguridad,Inviable
62,57,Comuna 9,2018',Deportes y calidad de vida,Viable
62,0,Comuna 14,2018',Seguridad,Inviable
62,0,Comuna 14,2018',Plazas y parques,Inviable
62,0,Comuna 14,2018',Plazas y parques,Inviable
62,0,Comuna 11,2018',Seguridad,Inviable
62,0,Comuna 11,2018',Mascotas,Inviable
62,0,Comuna 14,2018',Mascotas,Inviable
62,0,Comuna 7,2018',Movilidad y transito,Inviable
62,0,Comuna 7,2018',Reciclado,Inviable
62,0,Comuna 13,2018',Movilidad y transito,Inviable
62,0,Comuna 8,2018',Educacion,Inviable
62,0,Comuna 7,2018',Movilidad y transito,Inviable
61,348,Comuna 11,2018',Seguridad,Viable
61,0,Comuna 12,2018',Mascotas,Inviable
61,0,Comuna 8,2018',Movilidad y transito,Inviable
61,0,Comuna 11,2018',Mascotas,Inviable
61,0,Comuna 9,2018',Seguridad,Inviable
61,0,Comuna 10,2018',Reciclado,Inviable
61,0,Comuna 13,2018',Movilidad y transito,Inviable
61,0,Comuna 4,2018',Movilidad y transito,Inviable
60,0,Comuna 13,2018',Movilidad y transito,Inviable
60,0,Comuna 12,2018',Educacion,Inviable
60,0,Comuna 13,2018',Plazas y parques,Inviable
60,0,Comuna 14,2018',Mascotas,Inviable
60,0,Comuna 12,2018',Movilidad y transito,Inviable
60,0,Comuna 8,2018',Educacion,Inviable
60,0,Comuna 15,2018',Educacion,Inviable
60,0,Toda la ciudad,2018',Movilidad y transito,Inviable
60,0,Comuna 6,2018',Movilidad y transito,Inviable
59,522,Comuna 14,2018',Seguridad,Viable
59,184,Comuna 13,2018',Plazas y parques,Viable
59,0,Comuna 9,2018',Educacion,Inviable
59,0,Comuna 13,2018',Movilidad y transito,Inviable
59,0,Comuna 6,2018',Innovacion,Inviable
59,0,Comuna 6,2018',Educacion,Inviable
59,0,Comuna 11,2018',Educacion,Inviable
59,0,Comuna 2,2018',Seguridad,Inviable
58,234,Comuna 1,2018',Plazas y parques,Viable
58,0,Comuna 6,2018',Plazas y parques,Inviable
58,0,Comuna 14,2018',Movilidad y transito,Inviable
58,0,Comuna 6,2018',Reciclado,Inviable
58,0,Comuna 7,2018',Movilidad y transito,Inviable
58,0,Comuna 11,2018',Arte urbano,Inviable
58,0,Comuna 4,2018',Movilidad y transito,Inviable
58,0,Comuna 6,2018',Mascotas,Inviable
58,0,Comuna 6,2018',Mascotas,Inviable
58,0,Comuna 11,2018',Plazas y parques,Inviable
57,71,Comuna 2,2018',Movilidad y transito,Viable
57,0,Comuna 9,2018',Movilidad y transito,Inviable
57,0,Comuna 10,2018',Innovacion,Inviable
57,0,Comuna 11,2018',Arte urbano,Inviable
57,0,Comuna 12,2018',Innovacion,Inviable
57,0,Comuna 10,2018',Educacion,Inviable
57,0,Comuna 14,2018',Seguridad,Inviable
57,0,Comuna 4,2018',Educacion,Inviable
57,0,Comuna 12,2018',Educacion,Inviable
57,0,Comuna 8,2018',Educacion,Inviable
56,184,Comuna 8,2018',Movilidad y transito,Viable
56,0,Comuna 13,2018',Movilidad y transito,Inviable
56,0,Comuna 12,2018',Arte urbano,Inviable
56,0,Comuna 10,2018',Movilidad y transito,Inviable
56,0,Comuna 12,2018',Educacion,Inviable
56,0,Comuna 7,2018',Movilidad y transito,Inviable
56,0,Comuna 4,2018',Movilidad y transito,Inviable
56,0,Comuna 14,2018',Mascotas,Inviable
55,0,Comuna 13,2018',Reciclado,Inviable
55,0,Comuna 5,2018',Plazas y parques,Inviable
55,0,Comuna 7,2018',Mascotas,Inviable
55,0,Comuna 6,2018',Movilidad y transito,Inviable
55,0,Comuna 4,2018',Seguridad,Inviable
55,0,Comuna 13,2018',Movilidad y transito,Inviable
55,0,Comuna 7,2018',Educacion,Inviable
55,0,Comuna 13,2018',Movilidad y transito,Inviable
55,0,Comuna 7,2018',Educacion,Inviable
55,0,Comuna 2,2018',Plazas y parques,Inviable
55,0,Comuna 12,2018',Mascotas,Inviable
55,0,Toda la ciudad,2018',Reciclado,Inviable
54,316,Comuna 13,2018',Movilidad y transito,Viable
54,193,Comuna 2,2018',Seguridad,Viable
54,0,Comuna 9,2018',Cultura,Inviable
54,0,Comuna 6,2018',Mascotas,Inviable
54,0,Comuna 2,2018',Mascotas,Inviable
54,0,Comuna 4,2018',Innovacion,Inviable
54,0,Comuna 12,2018',Mascotas,Inviable
54,0,Comuna 13,2018',Movilidad y transito,Inviable
54,0,Comuna 2,2018',Movilidad y transito,Inviable
54,0,Comuna 7,2018',Educacion,Inviable
54,0,Comuna 9,2018',Mascotas,Inviable
54,0,Comuna 1,2018',Educacion,Inviable
54,0,Comuna 2,2018',Educacion,Inviable
54,0,Comuna 14,2018',Reciclado,Inviable
54,0,Comuna 12,2018',Educacion,Inviable
54,0,Comuna 11,2018',Educacion,Inviable
53,439,Comuna 12,2018',Seguridad,Viable
53,0,Comuna 6,2018',Seguridad,Inviable
53,0,Comuna 13,2018',Reciclado,Inviable
53,0,Comuna 14,2018',Plazas y parques,Inviable
53,0,Comuna 14,2018',Movilidad y transito,Inviable
53,0,Comuna 1,2018',Mascotas,Inviable
53,0,Comuna 5,2018',Educacion,Inviable
52,558,Comuna 12,2018',Plazas y parques,Viable
52,0,Comuna 11,2018',Educacion,Inviable
52,0,Comuna 1,2018',Movilidad y transito,Inviable
52,0,Comuna 13,2018',Mascotas,Inviable
52,0,Comuna 7,2018',Mascotas,Inviable
51,812,Toda la ciudad,2018',Reciclado,Viable
51,239,Comuna 4,2018',Movilidad y transito,Viable
51,89,Comuna 8,2018',Mascotas,Viable
51,0,Comuna 4,2018',Plazas y parques,Inviable
51,0,Comuna 4,2018',Reciclado,Inviable
51,0,Comuna 6,2018',Movilidad y transito,Inviable
51,0,Comuna 4,2018',Mascotas,Inviable
51,0,Comuna 6,2018',Mascotas,Inviable
51,0,Comuna 1,2018',Plazas y parques,Inviable
51,0,Comuna 12,2018',Seguridad,Inviable
51,0,Comuna 5,2018',Seguridad,Inviable
51,0,Comuna 2,2018',Mascotas,Inviable
50,0,Comuna 2,2018',Educacion,Inviable
50,0,Comuna 4,2018',Movilidad y transito,Inviable
50,0,Comuna 12,2018',Educacion,Inviable
50,0,Comuna 14,2018',Movilidad y transito,Inviable
50,0,Comuna 12,2018',Seguridad,Inviable
50,0,Comuna 9,2018',Mascotas,Inviable
50,0,Comuna 3,2018',Ferias y Mercados,Inviable
50,0,Comuna 14,2018',Seguridad,Inviable
50,0,Comuna 11,2018',Seguridad,Inviable
49,197,Comuna 2,2018',Seguridad,Viable
49,131,Toda la ciudad,2018',Innovacion,Viable
49,0,Comuna 2,2018',Seguridad,Inviable
49,0,Comuna 9,2018',Mascotas,Inviable
49,0,Comuna 7,2018',Movilidad y transito,Inviable
49,0,Comuna 6,2018',Mascotas,Inviable
49,0,Toda la ciudad,2018',Deportes y calidad de vida,Inviable
49,0,Comuna 8,2018',Movilidad y transito,Inviable
49,0,Comuna 2,2018',Seguridad,Inviable
49,0,Comuna 14,2018',Mascotas,Inviable
49,0,Comuna 6,2018',Plazas y parques,Inviable
49,0,Comuna 1,2018',Educacion,Inviable
49,0,Toda la ciudad,2018',Educacion,Inviable
48,0,Comuna 2,2018',Seguridad,Inviable
48,0,Comuna 7,2018',Mascotas,Inviable
48,0,Comuna 10,2018',Educacion,Inviable
48,0,Comuna 5,2018',Seguridad,Inviable
48,0,Comuna 4,2018',Movilidad y transito,Inviable
48,0,Comuna 7,2018',Educacion,Inviable
48,0,Comuna 14,2018',Mascotas,Inviable
48,0,Comuna 14,2018',Movilidad y transito,Inviable
48,0,Comuna 13,2018',Movilidad y transito,Inviable
48,0,Comuna 6,2018',Mascotas,Inviable
47,426,Comuna 7,2018',Movilidad y transito,Viable
47,0,Comuna 14,2018',Plazas y parques,Inviable
47,0,Comuna 11,2018',Educacion,Inviable
47,0,Comuna 11,2018',Plazas y parques,Inviable
47,0,Comuna 9,2018',Mascotas,Inviable
47,0,Comuna 10,2018',Movilidad y transito,Inviable
47,0,Comuna 12,2018',Plazas y parques,Inviable
47,0,Comuna 14,2018',Seguridad,Inviable
47,0,Comuna 11,2018',Movilidad y transito,Inviable
47,0,Comuna 7,2018',Seguridad,Inviable
47,0,Comuna 4,2018',Innovacion,Inviable
